"X.reg_id","X.operator","X.airplane_damage","X.location","X.phase","X.nature","X.departure_airport","X.destination_airport","X.time_period","X.year","X.month","X.day","X.old","X.nb_engines","X.crew.fatalities","X.crew.occupants","X.passengers.fatalities","X.passengers.occupants","X.crew.ratio","X.passengers.ratio","X.brand"
"LN-BBA","Braathens SAFE","Substantial","Norway","Landing","Domestic Scheduled Passenger","Norway","Norway","evening",1995,"January","Thursday",7,2,0,3,0,35,0,0,"Fokker"
"HK-3839X","Intercontinental de AviaciÃ³n","Destroyed","Colombia","Approach","Domestic Scheduled Passenger","Colombia","Colombia","evening",1995,"January","Tuesday",29,2,5,5,46,47,1,0.978723404255319,"Douglas"
"N746FE","Empire Airlines","Destroyed","United States of America","Initial climb","Cargo","United States of America","United States of America","evening",1995,"January","Wednesday",5,1,1,1,0,0,1,0,"Cessna"
"C-GPUNÂ ","Canada JetÂ Charters","Damaged beyond repair","Canada","Approach","Ambulance","Canada","Canada","night",1995,"January","Wednesday",19,2,2,2,3,3,1,1,"Learjet"
"N754FE","West Air","Destroyed","United States of America","Approach","Cargo","United States of America","United States of America","afternoon",1995,"January","Thursday",4,1,1,1,0,0,1,0,"Cessna"
"RA-87565","CHELAL - Chelyabinskie Avialinii","Substantial","Russia","Landing","Domestic Non Scheduled Passenger","Russia","Russia","morning",1995,"January","Saturday",23,3,0,4,0,1,0,0,"Yakovlev"
"PK-JHF","Sempati Air Transport","Damaged beyond repair","Indonesia","Landing","Domestic Scheduled Passenger","Indonesia","Indonesia","evening",1995,"January","Monday",24,2,0,6,0,51,0,0,"Boeing"
"F-GHLN","Leadair UniJet","Damaged beyond repair","France","Initial climb","Int'l Non Scheduled Passenger","France","Romania","afternoon",1995,"January","Friday",23,2,3,3,7,7,1,1,"Dassault Falcon"
"RA-87464","Volga Airlines","Damaged beyond repair","Russia","Landing","Domestic Scheduled Passenger","Russia","Russia","afternoon",1995,"January","Wednesday",21,3,0,4,0,6,0,0,"Yakovlev"
"N782AL","Air Transport International - ATI","Destroyed","United States of America","Takeoff","Ferry/positioning","United States of America","United States of America","evening",1995,"February","Thursday",27,4,3,3,0,0,1,0,"Douglas"
"N66JE","Professional Jet Management","Substantial","United States of America","Standing","Executive","United States of America","United States of America","morning",1995,"February","Tuesday",14,2,0,2,0,0,0,0,"IAI"
"C-GYQT","Bearskin Airlines","Damaged beyond repair","Canada","Approach","Domestic Scheduled Passenger","Canada","Canada","afternoon",1995,"February","Tuesday",21,2,0,2,0,9,0,0,"Beechcraft"
"C-GLIG","Lignum Ltd.","Damaged beyond repair","Canada","Landing","Executive","Canada","Canada","morning",1995,"March","Wednesday",11,2,0,2,0,2,0,0,"Mitsubishi Mu 300 Diamond 1A"
"N227DM","DMC Flying Service","Destroyed","United States of America","Approach","Executive","United States of America","United States of America","evening",1995,"March","Friday",2,1,2,2,0,0,1,0,"Cessna"
"N311BR","Kennecott Corp","Substantial","United States of America","Landing","Executive","United States of America","United States of America","evening",1995,"March","Friday",14,2,0,2,0,8,0,0,"IAI"
"C-FDTT","Transfair","Substantial","Canada","Landing","Cargo","Canada","Canada","afternoon",1995,"March","Sunday",51,2,0,3,0,0,0,0,"Douglas"
"9M-PMN","Transmile Air Service","Damaged beyond repair","Malaysia","Takeoff","Cargo","Malaysia","Malaysia","afternoon",1995,"March","Monday",3,1,0,2,0,0,0,0,"Cessna"
"HK-3675","SEC Colombia","Destroyed","Colombia","Takeoff","Ferry/positioning","Colombia","Colombia","afternoon",1995,"April","Saturday",41,2,0,4,0,0,0,0,"Convair"
"N898AL","Brooks Air Fuel","Damaged beyond repair","United States of America","Landing","Cargo","United States of America","United States of America","afternoon",1995,"April","Monday",50,4,0,2,0,1,0,0,"Douglas"
"5N-AJQ","Bristow Helicopters","Damaged beyond repair","Nigeria","Landing","Domestic Non Scheduled Passenger","Nigeria","Nigeria","afternoon",1995,"April","Sunday",16,2,1,2,0,7,0.5,0,"de Havilland Canada"
"VH-AJS","Pel-Air","Destroyed","Australia","Approach","Cargo","Australia","Australia","evening",1995,"April","Thursday",17,2,2,2,1,1,1,1,"IAI"
"G-DEVR","Airtours International","Substantial","United Kingdom","Landing","Int'l Non Scheduled Passenger","Spain","United Kingdom","evening",1995,"April","Thursday",5,2,0,7,0,171,0,0,"Douglas"
"N43UA","Faucett","Damaged beyond repair","Guatemala","Landing","Cargo","United States of America","Guatemala","morning",1995,"April","Friday",31,4,0,3,0,0,0,0,"Douglas"
"C-GYYB","Bearskin Airlines","Damaged beyond repair","Canada","Approach","Domestic Scheduled Passenger","Canada","Canada","afternoon",1995,"May","Monday",2,2,2,2,1,1,1,1,"Swearingen"
"HK-3079-G","COINCO - Cooperativa Interregional de Colombia","Destroyed","Colombia","Approach","Cargo","Colombia","Colombia","afternoon",1995,"May","Tuesday",50,2,2,2,7,7,1,1,"Curtiss"
"N358SA","Salair","Destroyed","United States of America","Approach","Ferry/positioning","United States of America","United States of America","evening",1996,"January","Friday",42,2,0,2,0,0,0,0,"Convair"
"N922VV","Valujet Airlines","Substantial","United States of America","Landing","Domestic Scheduled Passenger","United States of America","United States of America","afternoon",1996,"January","Sunday",28,2,0,5,0,88,0,0,"Douglas"
"N191MC","Masco Corporation","Damaged beyond repair","United States of America","Landing","Executive","United States of America","United States of America","morning",1996,"January","Wednesday",22,2,0,2,0,6,0,0,"Dassault Falcon"
"LV-WJU","Flymell","Minor","Argentina","Landing","Ambulance","Argentina","Argentina","afternoon",1996,"January","Wednesday",21,2,0,2,0,4,0,0,"IAI"
"ZK-SFA","Sounds Air","Destroyed","New Zealand","En route","Domestic Scheduled Passenger","New Zealand","New Zealand","afternoon",1996,"January","Monday",11,1,0,1,5,5,0,1,"Cessna"
"HK-3979X","LÃ­neas AÃ©reas del Caribe - LAC Colombia","Damaged beyond repair","Paraguay","Initial climb","Cargo","Paraguay","Brazil","afternoon",1996,"February","Sunday",30,4,3,3,1,1,1,1,"Douglas"
"N131T","Business Air Connection","Destroyed","United States of America","En route","Cargo","United States of America","United States of America","morning",1996,"February","Monday",40,2,2,2,2,2,1,1,"Convair"
"TC-GEN","Alas Nacionales","Destroyed","Atlantic Ocean","En route","Int'l Non Scheduled Passenger","Dominican Republic","Canada","evening",1996,"February","Tuesday",11,2,13,13,176,176,1,1,"Boeing"
"JA5322","Nagasaki Airways","Damaged beyond repair","Japan","En route","Ferry/positioning","Japan","Japan","afternoon",1996,"February","Friday",1,2,0,2,0,0,0,0,"Britten Norman"
"YR-BMK","Autoritatea Aeronautica Civila Romana","Damaged beyond repair","Romania","Approach","Aerial Work (Calibration, Photo)","Romania","Romania","afternoon",1996,"February","Thursday",19,2,3,3,5,5,1,1,"Antonov"
"OB-1451","Faucett","Destroyed","Peru","Approach","Domestic Scheduled Passenger","Peru","Peru","evening",1996,"February","Thursday",28,2,6,6,117,117,1,1,"Boeing"
"73-1149","United States Air Force - USAF","Damaged beyond repair","Croatia","Approach","Military","Bosnia and Herzegovina","Croatia","afternoon",1996,"April","Wednesday",22,2,6,6,29,29,1,1,"Boeing"
"VH-HIA","Island Air Gold Coast","Damaged beyond repair","Australia","En route","Domestic Non Scheduled Passenger","Australia","Australia","evening",1996,"April","Sunday",22,2,0,1,0,9,0,0,"Britten Norman"
"LV-WNY","Alas del Sur","Minor","Argentina","Takeoff","Cargo","Argentina","Argentina","evening",1996,"April","Friday",17,2,0,2,0,0,0,0,"Swearingen"
"PP-LBY","Fly Linhas AÃ©reas","Damaged beyond repair","Ecuador","Takeoff","Domestic Non Scheduled Passenger","Ecuador","Ecuador","afternoon",1996,"May","Wednesday",20,3,0,11,0,79,0,0,"Boeing"
"N670PA","Penair - Peninsula Airways","Substantial","United States of America","Landing","Domestic Scheduled Passenger","United States of America","United States of America","afternoon",1996,"May","Friday",11,2,0,2,0,11,0,0,"Swearingen"
"N904VJ","ValuJet Airlines","Destroyed","United States of America","En route","Domestic Scheduled Passenger","United States of America","United States of America","afternoon",1996,"May","Saturday",27,2,5,5,105,105,1,1,"Douglas"
"G-BEDZ","Loganair","Damaged beyond repair","United Kingdom","Approach","Ferry/positioning","United Kingdom","United Kingdom","evening",1996,"May","Sunday",20,2,1,1,0,2,1,0,"Britten Norman"
"EP-IRU","Iran Air","Damaged beyond repair","Iran","Landing","Training","Iran","Iran","afternoon",1996,"June","Sunday",21,3,4,7,0,0,0.571428571428571,0,"Boeing"
"PK-GIE","Garuda Indonesia Airways","Damaged beyond repair","Japan","Takeoff","International Scheduled Passenger","Japan","Indonesia","afternoon",1996,"June","Thursday",17,3,0,15,3,260,0,0.0115384615384615,"Douglas"
"N23WT","Loren Davis Ministries International","Destroyed","United States of America","En route","Training","United States of America","United States of America","afternoon",1996,"June","Thursday",53,2,0,2,0,1,0,0,"Douglas"
"B-3822","China Flying Dragon Aviation","Damaged beyond repair","China","Approach","Domestic Scheduled Passenger","China","China","afternoon",1996,"June","Friday",5,2,1,3,1,9,0.333333333333333,0.111111111111111,"Harbin Yunshuji"
"UR-26197","Air Nacoia","Damaged beyond repair","Angola","Approach","Cargo","Angola","Angola","afternoon",1996,"June","Monday",12,2,4,8,0,0,0.5,0,"Antonov"
"N802TH","Tar Heel Aviation","Destroyed","United States of America","Approach","Ferry/positioning","United States of America","United States of America","evening",1997,"January","Thursday",8,1,1,1,1,1,1,1,"Cessna"
"G-ZAPC","Titan Airways","Damaged beyond repair","United Kingdom","Landing","Cargo","United Kingdom","United Kingdom","night",1997,"January","Friday",19,2,0,2,0,1,0,0,"Short"
"C-FTZF","Nakina Outpost Camps & Airservice","Substantial","Canada","Takeoff","Cargo","Canada","Canada","morning",1997,"January","Friday",3,1,0,1,0,0,0,0,"Cessna"
"N165SW","Skylink Charter","Destroyed","United States of America","Approach","Domestic Non Scheduled Passenger","United States of America","United States of America","afternoon",1997,"January","Sunday",15,2,0,2,0,19,0,0,"Swearingen"
"5W-FAU","Polynesian Airlines","Damaged beyond repair","Samoa","En route","Domestic Scheduled Passenger","American Samoa","Samoa","morning",1997,"January","Tuesday",17,2,1,2,2,3,0.5,0.666666666666667,"de Havilland Canada"
"N265CA","Delta Connection","Destroyed","United States of America","Approach","Domestic Scheduled Passenger","United States of America","United States of America","afternoon",1997,"January","Thursday",6,2,3,3,26,26,1,1,"Embraer"
"EC-GKK","Ibertrans AÃ©rea","Damaged beyond repair","Tunisia","Landing","International Scheduled Passenger","Spain","Tunisia","evening",1997,"January","Saturday",8,2,0,2,0,19,0,0,"Swearingen"
"CR851","Sri Lanka Air Force","Damaged beyond repair","Sri Lanka","En route","Military","Sri Lanka","Sri Lanka","night",1997,"January","Monday",11,2,4,4,0,0,1,0,"Harbin Yunshuji"
"RA-26541","Kolyma-Avia","Damaged beyond repair","Russia","Landing","Domestic Scheduled Passenger","Russia","Russia","afternoon",1997,"January","Saturday",22,2,0,6,0,24,0,0,"Antonov"
"RA-76834","Voronezh Aircraft Production Association (VASO)","Damaged beyond repair","Russia","Takeoff","Ferry/positioning","Russia","Russia","afternoon",1997,"January","Saturday",5,4,0,7,0,19,0,0,"Ilyushin"
"N702SC","Southcentral Air","Destroyed","United States of America","Approach","Cargo","United States of America","United States of America","evening",1997,"January","Wednesday",34,2,1,2,0,0,0.5,0,"de Havilland Canada"
"RA-87552","Krasnoyarskie Avialinii","Damaged beyond repair","Russia","Approach","Domestic Scheduled Passenger","Russia","Russia","afternoon",1997,"January","Wednesday",25,3,0,4,0,23,0,0,"Yakovlev"
"6V-AEO","Air Senegal","Damaged beyond repair","Senegal","Initial climb","Domestic Non Scheduled Passenger","Senegal","Senegal","afternoon",1997,"February","Saturday",18,2,3,3,20,49,1,0.408163265306122,"British Aerospace"
"LV-WLH","Air Service","Damaged beyond repair","Argentina","En route","Cargo","Argentina","Argentina","morning",1997,"February","Friday",31,2,2,2,2,2,1,1,"Dassault Falcon"
"PH-TSW","Transavia Airlines","Substantial","Germany","En route","Int'l Non Scheduled Passenger","Austria","Netherlands","morning",1997,"February","Saturday",9,2,0,4,0,145,0,0,"Boeing"
"PP-CJO","Varig","Damaged beyond repair","Brazil","Landing","Domestic Scheduled Passenger","Brazil","Brazil","afternoon",1997,"February","Friday",22,2,1,6,0,46,0.166666666666667,0,"Boeing"
"N440HM","Colvin Aviation Inc.","Destroyed","United States of America","Landing","Ferry/positioning","United States of America","United States of America","morning",1997,"February","Thursday",17,2,0,2,0,0,0,0,"Learjet"
"N117WM","Coast Hotels & Casinos","Substantial","United States of America","Approach","Executive","United States of America","United States of America","evening",1997,"March","Sunday",17,2,0,1,1,3,0,0.333333333333333,"Beechcraft"
"C-FESJ","Air Georgian","Substantial","Canada","Landing","Cargo","Canada","Canada","afternoon",1997,"March","Tuesday",9,1,1,1,0,0,1,0,"Cessna"
"N357T","Dodita Air Cargo","Substantial","United States of America","En route","Ferry/positioning","United States of America","United States of America","afternoon",1997,"March","Friday",44,2,0,2,0,0,0,0,"Convair"
"A4O-EM","Gulf Air","Damaged beyond repair","United Arab Emirates","Takeoff","International Scheduled Passenger","United Arab Emirates","Bahrain","morning",1997,"March","Monday",2,2,0,8,0,107,0,0,"Airbus"
"Z-WKU","Air Zimbabwe","Substantial","Ireland","Initial climb","Official state flight","Ireland","Zimbabwe","evening",1997,"March","Monday",31,4,0,12,0,41,0,0,"Boeing"
"TZ-389","Force AÃ©rienne de la RÃ©publique du Mali","Destroyed","United States of America","Maneuvering","Aerial Work (Calibration, Photo)","United States of America","United States of America","afternoon",1997,"March","Saturday",54,2,2,2,0,0,1,0,"Basler"
"RA-46516","Stavropolskaya Aktsionernaya Avia","Damaged beyond repair","Russia","En route","Int'l Non Scheduled Passenger","Russia","Turkey","morning",1997,"March","Tuesday",24,2,6,6,44,44,1,1,"Antonov"
"N451SA","Arctic Circle Air Service","Destroyed","United States of America","En route","Ferry/positioning","United States of America","United States of America","morning",1997,"March","Tuesday",17,2,1,1,0,0,1,0,"Short"
"N2NC","African Commuter Services","Substantial","Kenya","Takeoff","Executive","Congo","Congo","afternoon",1997,"April","Sunday",32,2,0,2,0,16,0,0,"Gulfstream"
"N408GV","Hageland Aviation Services","Destroyed","United States of America","En route","Domestic Scheduled Passenger","United States of America","United States of America","evening",1997,"April","Thursday",2,1,1,1,4,4,1,1,"Cessna"
"N242CA","Corporate Air","Damaged beyond repair","Pacific Ocean","En route","Ferry/positioning","United States of America","United States of America","evening",1997,"April","Saturday",25,2,0,1,0,0,0,0,"de Havilland Canada"
"9G-ACM","Ghana Airways","Damaged beyond repair","Cote dIvoire","Landing","International Scheduled Passenger","Ghana","Abidjan Airport, Cote d'Ivoire","afternoon",1997,"April","Saturday",19,2,0,7,0,97,0,0,"Douglas"
"RA-11122","Avia","Damaged beyond repair","Russia","Landing","Cargo","Russia","Russia","morning",1997,"April","Sunday",25,4,0,5,0,7,0,0,"Antonov"
"C-FTPA","Hawkair Aviation Services","Damaged beyond repair","Canada","Landing","Cargo","United States of America","Canada","afternoon",1997,"April","Thursday",44,2,0,3,0,0,0,0,"Bristol"
"N9825F","TransNorthern Aviation","Damaged beyond repair","Cambodia","En route","Survey/research","Cambodia","Cambodia","morning",1997,"April","Wednesday",4,1,1,1,1,1,1,1,"Cessna"
"SX-BHG","Olympic Aviation","Damaged beyond repair","Greece","Landing","Domestic Scheduled Passenger","Greece","Greece","afternoon",1997,"May","Friday",12,2,0,2,0,18,0,0,"Dornier"
"B-2925","China Southern Airlines","Damaged beyond repair","China","Landing","Domestic Scheduled Passenger","China","China","evening",1997,"May","Thursday",3,2,2,9,33,65,0.222222222222222,0.507692307692308,"Boeing"
"N90070","American Airlines","Minor","United States of America","Approach","Domestic Scheduled Passenger","United States of America","United States of America","afternoon",1997,"May","Monday",8,2,0,8,0,155,0,0,"Airbus"
"EC-GFM","Regional Lineas AÃ©reas","Damaged beyond repair","Portugal","Landing","International Scheduled Passenger","Spain","Portugal","afternoon",1997,"May","Wednesday",5,2,0,3,0,34,0,0,"Saab"
"I-DEIL","Alitalia","Substantial","United States of America","Landing","International Scheduled Passenger","Italy","United States of America","afternoon",1997,"May","Thursday",1,2,0,10,0,158,0,0,"Boeing"
"YR-BCM","Tarom","Damaged beyond repair","Sweden","Landing","International Scheduled Passenger","Romania","Sweden","afternoon",1997,"June","Saturday",20,2,0,6,0,20,0,0,"BAC"
"C-FEPW","North American Airlines","Damaged beyond repair","Canada","Landing","Cargo","Canada","Canada","afternoon",1997,"June","Friday",18,2,0,2,0,0,0,0,"Swearingen"
"G-WJAN","Airtours International","Substantial","Dominican Republic","Landing","Int'l Non Scheduled Passenger","United States of America","Dominican Republic","afternoon",1998,"January","Thursday",1,2,0,8,0,220,0,0,"Boeing"
"N861TA","Woods Air Fuel","Destroyed","United States of America","Takeoff","Cargo","United States of America","United States of America","afternoon",1998,"January","Friday",46,4,0,3,0,0,0,0,"Douglas"
"EP-IDC","Iran Air","Damaged beyond repair","Iran","Approach","Domestic Scheduled Passenger","Iran","Iran","evening",1998,"January","Monday",8,2,0,9,0,104,0,0,"Fokker"
"N1DK","US Motorsports","Destroyed","United States of America","Landing","Executive","United States of America","United States of America","afternoon",1998,"January","Tuesday",24,2,0,2,0,1,0,0,"Cessna"
"9M-MDJ","Malaysia Airlines","Substantial","Malaysia","Landing","Domestic Scheduled Passenger","Malaysia","Malaysia","afternoon",1998,"January","Thursday",16,2,0,2,0,6,0,0,"de Havilland Canada"
"N913FE","Mountain Air Cargo","Substantial","United States of America","Takeoff","Ferry/positioning","United States of America","United States of America","afternoon",1998,"January","Friday",11,1,1,1,0,0,1,0,"Cessna"
"TC-THF","THY Turkish Airlines","Damaged beyond repair","Turkey","Landing","Domestic Scheduled Passenger","Turkey","Turkey","afternoon",1998,"January","Sunday",4,4,0,6,0,68,0,0,"Avro"
"YV-928CP","Aeroservice International","Damaged beyond repair","Czech Republic","Approach","Ferry/positioning","Belarus","Czech Republic","evening",1998,"January","Tuesday",11,2,2,2,0,0,1,0,"Let"
"C-FBIE","Alberta Citylink","Damaged beyond repair","Canada","Landing","Domestic Scheduled Passenger","Canada","Canada","evening",1998,"January","Tuesday",10,2,0,2,0,13,0,0,"British Aerospace"
"EI-COC","Italair","Damaged beyond repair","Italy","Landing","Domestic Scheduled Passenger","Italy","Italy","afternoon",1998,"January","Tuesday",11,2,0,3,0,22,0,0,"ATR"
"N15827","Continental Express","Substantial","United States of America","Landing","Domestic Scheduled Passenger","United States of America","United States of America","evening",1998,"January","Wednesday",8,2,0,3,0,36,0,0,"ATR"
"XY-AES","Myanma Airways","Damaged beyond repair","Myanmar","Takeoff","Domestic Scheduled Passenger","Myanmar","Myanmar","morning",1998,"January","Tuesday",20,2,1,4,15,41,0.25,0.365853658536585,"Fokker"
"N9316F","Penair - Peninsula Airways","Destroyed","United States of America","En route","Cargo","United States of America","United States of America","afternoon",1998,"January","Friday",13,1,0,1,0,0,0,0,"Cessna"
"RP-C1507","Cebu Pacific Air","Destroyed","Philippines","En route","Domestic Scheduled Passenger","Philippines","Philippines","morning",1998,"February","Monday",31,2,5,5,99,99,1,1,"Douglas"
"N200MF","Missionary Flights International","Damaged beyond repair","Bahamas","Approach","Int'l Non Scheduled Passenger","Bahamas","Haiti","afternoon",1998,"February","Tuesday",55,2,0,2,0,24,0,0,"Douglas"
"LZ-SFG","Air Luxor","Damaged beyond repair","Portugal","Initial climb","Cargo","Portugal","Portugal","evening",1998,"February","Wednesday",35,4,7,7,0,0,1,0,"Antonov"
"G-BLGB","British Regional Airlines","Damaged beyond repair","United Kingdom","Landing","Domestic Scheduled Passenger","United Kingdom","United Kingdom","morning",1998,"February","Monday",14,2,0,4,0,26,0,0,"Short"
"N14931","Continental Express","Substantial","United States of America","Takeoff","Training","United States of America","United States of America","afternoon",1998,"February","Wednesday",1,2,0,4,0,0,0,0,"Embraer"
"B-1814","China Airlines","Destroyed","Taiwan","Approach","International Scheduled Passenger","Indonesia","Taiwan","evening",1998,"February","Monday",8,2,14,14,182,182,1,1,"Airbus"
"YU-ANU","Chanchangi Airlines","Destroyed","Nigeria","Taxi","Training","Nigeria","Nigeria","afternoon",1998,"February","Sunday",10,2,0,3,0,21,0,0,"Boeing"
"N37BL","Sierra West Airlines","Substantial","United States of America","Landing","Training","United States of America","United States of America","afternoon",1998,"March","Wednesday",33,2,0,2,0,0,0,0,"Learjet"
"HR-AQG","AerolÃ­neas SOSA","Damaged beyond repair","Honduras","Initial climb","Domestic Scheduled Passenger","Honduras","Honduras","afternoon",1998,"March","Saturday",16,2,0,2,0,15,0,0,"Let"
"SU-PBA","Air Memphis","Damaged beyond repair","Kenya","Initial climb","Cargo","Kenya","Egypt","afternoon",1998,"March","Tuesday",30,4,6,6,0,0,1,0,"Boeing"
"B-12255","Formosa Airlines","Damaged beyond repair","Taiwan","En route","Domestic Scheduled Passenger","Taiwan","Taiwan","evening",1998,"March","Wednesday",5,2,5,5,8,8,1,1,"Saab"
"YA-FAZ","Ariana Afghan Airlines","Damaged beyond repair","Afghanistan","En route","Domestic Non Scheduled Passenger","Afghanistan","Afghanistan","afternoon",1998,"March","Thursday",17,3,10,10,35,35,1,1,"Boeing"
"RP-C3222","Philippine Air Lines","Damaged beyond repair","Philippines","Landing","Domestic Scheduled Passenger","Philippines","Philippines","evening",1998,"March","Sunday",1,2,0,6,0,124,0,0,"Airbus"
"OB-1389","Fuerza AÃ©rea del Peru - FAP","Damaged beyond repair","Peru","Approach","Domestic Non Scheduled Passenger","Peru","Peru","morning",1998,"March","Saturday",11,2,0,5,21,50,0,0.42,"Antonov"
"N111LR","Alpha Wolf Enterprises LLC","Destroyed","United States of America","En route","Executive","United States of America","United States of America","morning",1998,"April","Saturday",1,2,1,1,3,3,1,1,"Cessna"
"HC-BSU","Air France","Destroyed","Colombia","En route","International Scheduled Passenger","Colombia","Ecuador","afternoon",1998,"April","Monday",19,3,10,10,43,43,1,1,"Boeing"
"FAP-351","Occidental Petroleum","Damaged beyond repair","Peru","Approach","Domestic Non Scheduled Passenger","Peru","Peru","evening",1998,"May","Tuesday",15,2,6,8,69,80,0.75,0.8625,"Boeing"
"N192AV","Baker Aviation","Substantial","United States of America","Approach","Domestic Scheduled Passenger","United States of America","United States of America","afternoon",1998,"May","Thursday",6,1,0,1,0,9,0,0,"Cessna"
"PK-MGT","Merpati Nusantara Airlines","Damaged beyond repair","Indonesia","Takeoff","Domestic Scheduled Passenger","Indonesia","Indonesia","morning",1998,"May","Friday",15,2,0,4,0,60,0,0,"Fokker"
"PK-VFY","Manunggal Air","Damaged beyond repair","Singapore","Landing","Int'l Non Scheduled Passenger","Indonesia","Singapore","afternoon",1998,"May","Saturday",16,2,0,7,0,73,0,0,"Fokker"
"G-UKLL","Air UK Leisure","Substantial","Spain","Landing","Int'l Non Scheduled Passenger","United Kingdom","Spain","night",1998,"May","Thursday",7,2,0,7,0,180,0,0,"Airbus"
"N364UA","United Airlines","Substantial","United States of America","Taxi","Domestic Scheduled Passenger","United States of America","United States of America","evening",1998,"June","Wednesday",9,2,0,5,0,65,0,0,"Boeing"
"S2-ADD","Air Parabat","Damaged beyond repair","Bangladesh","Landing","Domestic Scheduled Passenger","Bangladesh","Bangladesh","morning",1998,"June","Saturday",7,2,0,5,0,2,0,0,"Let"
"UR-76424","ATI Aircompany","Damaged beyond repair","United Arab Emirates","En route","Cargo","United Arab Emirates","Ukraine","evening",1998,"July","Monday",12,4,5,5,3,3,1,1,"Ilyushin"
"LV-WPO","Alas del Sur","Damaged beyond repair","Argentina","En route","Cargo","Argentina","Argentina","evening",1998,"July","Thursday",31,2,2,2,1,1,1,1,"Sabreliner"
"G-CHNL","Channel Express","Damaged beyond repair","United Kingdom","Approach","Cargo","United Kingdom","United Kingdom","afternoon",1999,"January","Tuesday",24,2,2,2,0,0,1,0,"Fokker"
"VH-XFF","Uzu Air","Damaged beyond repair","Australia","Approach","Domestic Non Scheduled Passenger","Australia","Australia","afternoon",1999,"January","Saturday",24,2,1,1,2,3,1,0.666666666666667,"Britten Norman"
"9N-ADA","Necon Air","Damaged beyond repair","Nepal","Takeoff","Domestic Scheduled Passenger","Nepal","Nepal","afternoon",1999,"January","Monday",6,1,1,2,4,10,0.5,0.4,"Cessna"
"I-DAVN","Alitalia","Damaged beyond repair","Italy","Landing","Domestic Scheduled Passenger","Italy","Italy","evening",1999,"January","Thursday",11,2,0,6,0,78,0,0,"Douglas"
"P2-ALH","Airlink","Damaged beyond repair","Papua New Guinea","En route","Domestic Scheduled Passenger","Papua New Guinea","Papua New Guinea","morning",1999,"February","Wednesday",24,2,1,1,10,10,1,1,"Britten Norman"
"9G-ROX","Avistar","Damaged beyond repair","Slovakia","Takeoff","Cargo","Slovakia","Chad","evening",1999,"February","Sunday",32,4,0,3,0,4,0,0,"Boeing"
"N31240","ACE Air Cargo","Substantial","United States of America","Approach","Cargo","United States of America","United States of America","evening",1999,"February","Thursday",11,2,0,1,0,0,0,0,"Beechcraft"
"N205RA","Ameriflight","Destroyed","United States of America","En route","Cargo","United States of America","United States of America","morning",1999,"February","Friday",16,2,1,1,0,0,1,0,"Beechcraft"
"F-GJVG","Air France","Minor","France","En route","Domestic Scheduled Passenger","France","France","afternoon",1999,"February","Friday",8,2,0,6,0,163,0,0,"Airbus"
"D-CBSF","Avanti Air","Substantial","Germany","Landing","Ferry/positioning","Germany","Germany","evening",1999,"February","Friday",7,2,0,2,0,0,0,0,"Beechcraft"
"B-2622","China Southwest Airlines","Damaged beyond repair","China","Approach","Domestic Scheduled Passenger","China","China","afternoon",1999,"February","Wednesday",9,3,11,11,50,50,1,1,"Tupolev"
"D-CPRR","Alitalia","Damaged beyond repair","Italy","Landing","Domestic Scheduled Passenger","Italy","Italy","afternoon",1999,"February","Thursday",4,2,1,4,3,27,0.25,0.111111111111111,"Dornier"
"F-GBYA","Air France","Damaged beyond repair","France","Landing","Domestic Scheduled Passenger","France","France","evening",1999,"March","Thursday",17,2,0,6,0,91,0,0,"Boeing"
"N195US","USA Jet Airlines","Substantial","United States of America","Approach","Cargo","United States of America","United States of America","evening",1999,"March","Thursday",32,2,0,2,0,0,0,0,"Douglas"
"F-GPAN","Air France","Damaged beyond repair","India","Landing","Cargo","India","India","evening",1999,"March","Friday",21,4,0,5,0,0,0,0,"Boeing"
"HL7570","Korean Air","Damaged beyond repair","South Korea","Landing","Domestic Scheduled Passenger","South Korea","South Korea","morning",1999,"March","Monday",3,2,0,6,0,150,0,0,"Douglas"
"A6-PFD","United Arab Emirates - Amiri Flight","Damaged beyond repair","Greece","Landing","Int'l Non Scheduled Passenger","United Arab Emirates","Greece","afternoon",1999,"March","Wednesday",14,2,0,19,0,252,0,0,"Airbus"
"N508GP","Piedmont Hawthorne Aviation","Substantial","United States of America","Approach","Domestic Non Scheduled Passenger","United States of America","United States of America","morning",1999,"March","Tuesday",18,2,0,2,0,8,0,0,"Learjet"
"HK-2760","Aerotaca Colombia - Aerotransportes Casanare","Damaged beyond repair","Colombia","En route","Domestic Scheduled Passenger","Colombia","Colombia","morning",1999,"April","Thursday",18,2,2,2,3,3,1,1,"de Havilland Canada"
"HL7373","Korean Air","Destroyed","China","En route","Cargo","China","South Korea","afternoon",1999,"April","Thursday",7,3,3,3,0,0,1,0,"Douglas"
"N400VG","Pacific Aeromotive","Substantial","United States of America","Landing","Executive","United States of America","United States of America","afternoon",1999,"April","Saturday",3,2,0,2,0,6,0,0,"Beechcraft"
"ZS-IJE","Zimbabwe Express Airlines","Damaged beyond repair","South Africa","En route","International Scheduled Passenger","Zimbabwe","South Africa","afternoon",1999,"April","Thursday",34,3,0,8,0,58,0,0,"Boeing"
"YJ-RV9","Vanair","Damaged beyond repair","Vanuatu","En route","Domestic Scheduled Passenger","Vanuatu","Vanuatu","evening",1999,"May","Saturday",19,2,1,1,6,11,1,0.545454545454545,"de Havilland Canada"
